text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
Dominic Barton is the Canadian head of a global consulting firm.  I'd definitely take his advice with a grain of salt.  More deficit stimulus spending = more management consulting studies and strategy engagements.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Schools should teach science, math, proper reading & writing history and what about geography?  PERIOD.
I’m disturbed and angry that our children are prisoners of school boards with far left wacky thoughts and ideas……..let our kids be kids for God sake.  Its your job PARENTS to set an example and guide them through life with good values & morals.  Why are you turning your precisions children over to the radical left sex nuts?????",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you start adding in the entire package (section8/food stamps/wic/denali care/free school meals/fuel subsidies/etc), it begins to look a bit more attractive to a no-income family. They don't pay for the things that are expensive in Alaska relative to just about everywhere else.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You are correct. Nothing stays the same. In the 1970's, Paul Ehrlich forecasted that we were entering a new ice age. It was going to be horrific UNLESS we did something. Not much was done, but, we didn't have that ice age, did we? The new ice age was first, then global warming, then climate change, and NOW weather disruptions. So, what is it? And, do we really have a consensus?

Communism fell in the late 80's and early 90's. All the leftists needed to find a new home, and environmentalism raised its ugly head. Its ends were the same as the socialists - destroy the family by any means, give total power to the state, and have the people be dependent upon that which controls production AND distribution. If we don't follow their rules, we starve.

It is a new form of slavery. The welfare state has been overlord for 3 and 4 generations now. Do we really need an int'l body to now supplant our failed ""Great Society""?",0.3,0.0,0.0,0.1,0.3,0.1,0.0
"You don't know the details, so why don't you shut your mouth and have some respect.",0.43333334,0.016666668,0.06666667,0.05,0.31666666,0.0,0.0
you sound as mentally unsound as trump does.. figure that..,0.3442623,0.0,0.032786883,0.0,0.32786885,0.016393442,0.0
"After USA saved his life with emergency surgery, follow up surgery revisions, physiotherapy, psychiatric and psychological care. More than condescending Canadians ever did for the loser",0.6,0.0,0.0,0.0,0.6,0.0,0.0
"Sorry Jack, wrong article.  This is not a left vs. right issue.  Sure the right wing types tend to be less tolerant and you like to cling to that and then mix some voodoo economic falsehoods into things (though you find it hard with northern European countries that are successful).   No Jack, this is about elites thinking it is okay to change the make up of a country within a generation and the populace should not complain.  JT needs to go because of this (and electoral reform).    60% of NDP and Liberals are against this massive immigration and yes 80-90% of conservatives are, but clearly this transcends partisanship.   You have no clue what left wing or socialism is even about.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
President Trump needs to stop the wars we are in and get us out of the Middle-East immediately. We are not making friends and I object to the killing of innocent people in my name using my tax dollars to do so. This is not making America great.,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0
"Quote: ""The income tax is the least harmful to Alaska's economy"". Haha THAT is hilarious. Sorry I will seek my community ""planning"" elsewhere.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
we are a very small country but there are some who think we should take on every dam cause around the world at our expense while ignoring much of our own people here first. It is not our responsibility on our own to jump in to every cause.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She is a Daily Kos blogger.  Pointing out that Burke and Pope Francis are at odds makes her attempts to lump Pope Francis in with the ultra-traditionalists difficult.,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0
"Jordan:  If, in fact, Ms Donahue is your step mom, how about a contribution to the discussion.  Was this a ""one-off"" lapse in judgment?  Is she as 'clueless' as she appears by doing this?  Several posters have suggested the children should be taken from her.  If, indeed, she's your step mom you should have some insight to offer.  If your post is just a troll, forget I asked.  thanks, Gary crum",0.3,0.0,0.0,0.0,0.3,0.0,0.0
I never understood why 99% of all competitive mushers are white.  What happened to all the native mushers?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"funny thing. 
I am watching harry potter and the order of the phoenix. 
Umbridge, which is one of the evil ones, makes a big todo about loyalty and how loyalty to her ties back to the magic minister. 

So, it seems evil demands that you be loyal to them (W?? Trump??) while those who are good say that you earn it.",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
Great times: Defend law breaking!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAHAHAHA!!!!!!! Trumpers whine for a study that shows how much missteps and miss-hits that Trump has self-inflicted...Pure Geniuses...#MAGA,0.29310346,0.0,0.0,0.0,0.22413793,0.01724138,0.01724138
"https://townhall.com/tipsheet/leahbarkoukis/2017/07/14/trump-to-ask-scotus-to-block-hawaii-judges-order-on-travel-ban-n2355135

Or we could just make friends w/ bubba and his wife so we get to ask their friends to do this for us.

https://townhall.com/tipsheet/katiepavlich/2017/07/14/thats-odd-loretta-lynch-granted-russian-lawyer-us-entry-after-visa-was-denied-n2354594?utm_source=thdailypm&utm_medium=email&utm_campaign=nl_pm&newsletterad=",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IRT Sally Ancheta: Since smoke does not vanish and settles on all of a cars interior, smoking should be banished from all vehicles, since any breze will whip it up in the air for any passengers young or old.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wasn't the fake punt a dead giveaway when your starting O-Line is out there for a punt?

I thought the team did not give the run enough of a chance today as they got too cute trying to pass with so many roll-outs. That game plan today is not what gives this team a chance to win...they need to run the ball extremely well which opens up the pass. A pretty simple formula but successful.

Then things got weird with the fake punt while holding a 4 point lead on your side of the field. I have never seen a penalty like Von's in all my years of watching. They would have got the ball back only down 7 with a good amount of time left....

Hopefully a lesson learned for everyone...Trevor, McCoy and Joe Woods with the conservative 2nd half.",0.0,0.0,0.0,0.0,0.1,0.0,0.0
"What a waste of state dollars towards useless ends. Room and board another person on fishing boats to determine whether a whale ate a fish ?! how interesting... Remember that some fisheries such as gillnetting typically have 2 crewmembers, no room for an observer!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You are ""right on"", Lee. Remote reserves worked decades ago when FN members were self sufficient and did not need or want the goods and services used by the rest of society, in addition the youth were not exposed to alternate choices, but the internet has changed all of that.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hey Blazo. You've said the same thing three or four times now. No one has responded with a comment, so give it a rest. Most commenters from ""the Left"" don't bother responding to ignorant nonsense. We seek more educated and enlightened comments to learn from and engage with, even if we disagree with a particular point of view. Stick to Fox News or Brietbart; you'll find a warm welcome there.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Again our grandstanding wanna be AG and his boss the Gov tries to become relevant on the national stage at the demise of our State.  Precious tax dollars, time and energy are being wasted in an endeavor that has largely been upheld by SCOTUS.   We have so many great problems in this State that need addressing (Homelessness, Cost of Living, Education, Housing, Traffic, Inefficient/Wasteful State govt. etc.) and the AG should work on these rather than incur further humiliation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
What a great year for high school sports. Can't wait to get next year kicked off.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Have you noticed how completely irrelevant you are?,0.6,0.0,0.0,0.0,0.6,0.0,0.0
"Why don't we just buy for every resident in Scarborough, a private helicopter?  It, too will improve their quality of life. AND it will cost far LESS than what Tory proposes. 

The inmates are in charge of the asylum.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The meaning of the general welfare is something that is legislated. The courts have affirmed. You only get one vote and are not otherwise the decider.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sounds a whole lot like a drug house. Neighbors should pay closer attention to things like that. Illegal dealing and drug use brings other crime with it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Your analysis is too limited in scope. The US and Canadian Coast Guard both have  major concerns about the increase in tankers coming out of Canada, which you've not included in your review. Kinder Morgan anticipates doubling the capacity of its Trans-Mountain Pipeline. Even with the use of larger capacity tankers, this increases tanker traffic, from BC, substantially. While US efforts to safely transport oil out of our region have been very effective, the major concern is that Canada, while planning to have an additional six stations for oil spill response, is not ready for the proposed increase in tanker traffic from Canadian ports. Oil industry maps and modeling show that oil spills in Canadian waters will not respect national boundaries.

The other issues under study are the toxicity of diluted bitumen — a heavy oil that is more difficult to contain and clean up than crude or refined oil and the ability to clean up any oil product when ocean conditions are not favorable.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I doubt bombing will do much good. After seeing the extent of the invasion tunnels the north had constructed, it would be fair to guess that they are just the tip of an ice berg built into the mountains.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
How much would it cost to move these homes? Will some be purchased for salvage value?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"An overdue tool for women. The key will be to ensure images of each man reported with the app, are disseminated across social media. Increased reporting through real time tools is a huge part, but only part of the solution if images of these 'men' are not made public on the day of each incident. 

Mainstream media will also have responsibility to publish images of every man who's reported as a predator on public transit, once police charges are laid. If this were done on a monthly basis, then, we may see these 'men' change their behaviour.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm assuming you are addressing only the last paragraph of my reply to Wilk. But you didn't answer my question either. This is a bit of straightforward science. Again, how would warmer water, higher absolute humidity, and higher sea level not play a role in the development and impact of cyclones?

Your quoted bits do not address that science, rather, they are cherry-picked sections of discussions detailing long-term trends in the frequency and intensity of specific climate-related events. It is certainly true that those trends have been largely inconclusive. But if you read the full context in the ARs and the SREX instead of the isolated, cherry-picked bits offered up by the Daily Caller, you will find a very transparent discussion of how past trends are expected to change with warming...with that expectation based on that science that I referenced above.

Back to that question that you attempted to intercept. Any answer?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Need to be perpared to shoot it down if launched.,0.2,0.0,0.0,0.3,0.0,0.0,0.0
"I agree with your point, and well said!
But, minor correction: President Abraham Lincoln briefly suspended habeas corpus at the beginning of the Civil War.
However, as bad as I think the Patriot Act is, I don't think it permanently suspended habeas corpus, otherwise Judge Kane couldn't do what he just did.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm a rather fearless reader and need not others' reviews to determine mildly erotic, mostly  romantic writing from pornography.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Not a direct hit? What do you mean by that? 
NK if crazy enough, will likely strike the largest military cities it can to buy additional time to reasonably reach other cities and to inflict maximum casualties. If I were to guess, they might launch multiple missiles at various locations and I would not rule out Honolulu or any of the major West Coast cities as they are the first and easiest targets. Today's nukes are 10 to 100 times more powerful than anything in the 1960's so a single nuke can INSTANTLY wipe out pretty much an entire city. Unfortunately, we don't know how many nukes NK has but the US alone has an estimated 14,000 nukes so I would assume NK might have enough nukes to hit every major city in the US and a few of their neighbors.",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
"Exactly. And the Native Regional for profit Corporations (CIRI, Doyon, ASRC) etc. never release their financial information.  The few annual reports that have made it to the web (thank you Pro Publica) show that they donate very little to their non profits.  And yet, they are always claiming that the non profit entities (such as KANA, and Cook Inlet Tribal Council, and ANTHC, and SouthCentral) are their ""family"" of non profits.  They want the credit!  But I don't think that they truly take care of their people. The fed. gov't is the underwriter of these non profits and provides almost ALL of the social services for Native people here in AK.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I know what their response is going to be:
""But the emails...WHINE...""",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
"Sounds familiar, doesn't it? Sort of like, say, Ontario?  Buttsian, no?
This won't end well.Welcome to Cantario.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I was really starting to suffer from Gupta fatigue and slipping into a state of "" Oh ! So what, nothings gonna happen"" Then I read this article and realized that we can't do that, we have to do whatever we can to stop this Zupterisation of every aspect of our lives. There is a saying that goes  "" it is better to be p'd off than p'd on"" I feel like both are happening and there is not much I can do, so once I have finished here I am going donate more money to the journalists that are exposing and explaining the rot so that they can keep going. Thanks DM you are doing a great job of keeping me informed and p'd off.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I too called Lisa's office, specifically yesterday.  I encountered the exact problem as Ms.Carr.  Interestingly I too was attempting to comment on Trump's education secretary nominee who I believe would be a disaster for public education.  Sullivan's office was easy to get a hold of and I finally got through to Lisa's Fairbanks office.",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
BC's environment is not for sale.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hmm, 10:15 PM?  Stores are closed.  Just wondering about the circumstances involved.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kung's scholarly credentials are really not impressive. Younger church historians have far surpassed his four and five decade old scholarship, and many of them have done so without his axe to grind which renders his work suspect.

Only he can speak to his faith, and the suggestion was to read his book(s), not go to a Mass at which he presided.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Medicare is paid for by income taxes.  So the working are supposed to pay for the lay abouts,  louts,  terminally non working,  stupid,  poor decision makers,  illegal immigrants,  their families,  unlucky,  and the rest?  If you get social security,  based on your lifetime earnings and pay into the system,  you do have Medicare deducted from your monthly SSI check.  And then you use part of the money to buy coverage for the ailments and times not covered by Medicare.  Everyone who is getting Medicare is also partly paying for it.  The non working pay for nothing,  unless the bill by Sanders is written to deduct their single payer health care share out of their negative income tax check.  Why not just quit writing negative income tax checks to poor people and fund their health care with the savings?

The big financial crisis in this country is that ""savings"" for a decade have not earned any meaningful amount.  Only PERS guaranteed 8% compounded earnings,  and where is Oregon but broke?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It seems that you and I have a different view of what Mr Caird stated. 
Quote ""If Ms. Lange had done anything that put a child in danger, it would have been reported. She would have been fired and we would not be writing to each other.""

His position to me means it didn't happen. So now I have a question for you, in the unproven allegation the parent was not on school grounds and the student was free to walk to them. Had it occurred to anyone that the RO included the school grounds? Have you now forced the custodial parent to interact with a person with an RO?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINO snowflakes.,0.2,0.0,0.0,0.0,0.2,0.0,0.0
"Please, do not be quick to judge.  Emotions are running high but let the professional handle this.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Not an odd comment.  I harbored you as a Latina for years after you came here from Mexico.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yawn, boring. China has tools that western ""democracies"" do not have. The reason why chinese money is trying hard to leave the country is because if a crisis of confidence occurs, the state will step in with vengeance. 
But yeah, their debt is rather huge. After all, China had to support the world economy for a bit in 2007-08 and they do not have the internal consumption to support it so the state had to do what the states in the West would not.
I would not invest in China, mostly because of the lack of information. I'm not scared about their debt at all.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wow it sounds like you were there and witnessed this whole incident or are you just physic?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Very true comment about the popes. The Holy Spirit has given us the right pope at the right time, now and in the past. Overwhelmingly, their continuity is in teaching and differences in style and emphasis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
She doesnt. She just wants the law upheld.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There's an old saying which apparently you are ignorant of: ""Don't look a gift horse in the mouth"".  In any event, it's what Congress wants and the incoming President wants. Besides, Obama has always played the sucker and the coward, which with this resolution confirms his cowardice as one who engages in hit and run, the true action of a coward. And don't pretend that you don't come cap in hand when you're looking for a government handout.",0.2,0.0,0.2,0.0,0.0,0.0,0.0
""" B.C. multimillionaire Miaofei Pan, who hosted Mr. Trudeau and 80 guests at a $1,500-a-ticket event at his West Vancouver home.""

And what would Mr. Pan want in return for his $120,000 addition to Liberal coffers? Hmmmm?
https://www.youtube.com/watch?v=tE4qbMVReTM&list=WL&index=17",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm 55, and it's hard for me to think of a president in my lifetime that couldn't have been reasonably charged with war crimes. Ford, maybe?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well we know why the bankers on Wall Street love Clinton. They don't want any change. That is why she is on there payroll. She got almost five million from them look it up. The rest of her money comes from foreign enterprises that hate America. Wall Street did not give any to Trump. Huh wonder why ? Oh wait because he is not in there pocket.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Here's the problem.  Let's say tomorrow all newspapers in this country shut down.  The National Post for example owns about 80% of the countries dailies.  Star gone, Globe gone and Ottawa Citizen gone.  Who then is holding city hall to account?  Google? Facebook?  Great ways to distribute news but you make no money.  Evening local news on CTV?  1 year the mayor of Mississauga gets a new Ferrari from a developer.  Who's covering that?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Moreover, the 2nd bomb was also dropped as a warning to Stalin against further expanding his ambitions in Europe.""

Really?  Hadn't heard that one before.  Got a source I can access on this?  Here's another theory (I confess, it's my own): the 2nd bomb was dropped because America didn't want Russia (Communists) to expand any further into Chinese territory. The enemy surrendered, the war ended, and Russia had no ""need"" to invade further. 

Which brings an important but most often overlooked theory.  If Truman had waited just a couple of more weeks before dropping the 2nd bomb, Japan would have surrendered anyway. No need for the 2nd bomb. Not because American forces would ""storm the beaches""--they didn't have to!  Resistance to the Russian advance from Manchuria was crumbling.  Japan would have surrendered just to stop the slaughter of what was left of its forces--not to mention the civilian population.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Native Hawaiian Health Care Improvement Act of 1992 grants $14 million every year to a Native Hawaiian Health System that today mostly emulates the common community health clinic.  The organizing board of the System is OHA, State Dept of Health, U.H., Alu Like, and a dissolved NHO.  Congress left the Act for dead in 2002 refusing reauthorization.  But a powerful Sen. Inouye funded it every year since then through entitlement setasides.  Inouye creatively resurrected the Act in 2011 just before his death by coattailing the Act to Obamacare (Affordable Care Act).  The meandering System terminates in 2019 unless the Republican Congress separately reauthorizes it.  However, its funding through the US DHHS could end abruptly if Congress refuses apportionment follow through.  Additionally, if Obamacare is repealed and replaced, its repeal immediately repeals its coattail, i.e. the Native Hawaiian Health Care Improvement Act.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank you Secretary Zinke for oveturning the illegal backdoor effort to institute gun control and impede hunting and fishing.  Great start!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joly broadcast her speech on Facebook - an American company. Her big Canadian content deal is with Netflix - an American company. She announced that Facebook and Google - two American companies - have projects to help save Canadian news. Canadian news and culture brought to you by American companies? Who is she trying to kid? What a joke!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I have no problem with that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"England, the poorest land in the poorest continent of Europe, evolutionally speaking, has not been able to feed itself without trade for a 1000 years.

The Tory mindset is making the situation even worse by making a Brexit.

England has survived through trickery and wits - maintaining balance of power in Europe, outwitting France and Germany, then colonialism and mercantilism through organized violence. All these old artifices have run their course. England lived on other people's money (OPM) that Maggie Thatcher famously said that ends one day.

The English should learn from Scots, dump gore and glory Shakespeare for human brotherhood Robbie Burns. Live and let live. Dump May for Corbyn NOW. Well, the young will do it. One must survive.",0.16666667,0.0,0.0,0.16666667,0.16666667,0.0,0.0
Canada is basically Carbon neutral already.  This Tax will just hurt Canadians.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maybe they brought in one of the 1973 ICEL translators here?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Come back and say that with a straight face when Sessions, Rosenstein, and Mueller are gone.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""The initiative, which was spearheaded by the trade group for independent craft brewers, is intended to differentiate “true” craft beers from those made by the likes of MillerCoors, Anheuser-Busch and Heineken.""

And, let me guess, the big brewers will fight this initiative tooth and nail.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If Quebec gets partitioned, we might as well call the boundary the soap line. The side of the soap line that stays with Canada is where people use soap, the other side is where people take showers every 3 days.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The government's negotiation tactics were disgraceful and an attempt to corrupt by buying off the provinces at the last minute.,0.3,0.1,0.0,0.0,0.3,0.0,0.0
HK:  Therein lies the problem.  People readily willing to complain but unwilling for whatever reason to get involved.  In the end you are either part of the solution or part of the problem. Most of us are part of the problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Since you bring it up, does Donald recommend this software?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AT:  Here's some carefully documented news for you:  Feel free to check the link or any others which compare the US to other industrialized nations re: gun deaths...  ""Counting mass shootings that make headlines and the thousands of Americans murdered one or a few at a time, gunshot homicides totaled 8,124 in 2014, according to the F.B.I.

This level of violence makes the United States an extreme outlier when measured against the experience of other advanced countries.

Around the world, those countries have substantially lower rates of deaths from gun homicide. In Germany, being murdered with a gun is as uncommon as being killed by a falling object in the United States. About two people out of every million are killed in a gun homicide. Gun homicides are just as rare in several other European countries, including the Netherlands and Austria. In the United States, two per million is roughly the death rate for hypothermia or plane crashes. "".....(cont)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thank you Mr. Stauffer.  It seems like Sen. Murkowski just phones it in, she takes her position for granted and the voters return her for 6 more years of nothing.",0.2,0.0,0.1,0.1,0.2,0.1,0.1
"We are not in decay!

Just look at glorious Arctic Blvd! All the property owners must be thrilled with the cost/benefit they have gotten out of that!

We can avoid physical decay folks, all we must do is erode all of our financial resources, we need to make the property tax so high homeowners will have to sell their cars, use bikes, and use these awesome public works.

That and we can funnel tax dollars back at these ""advocates"" so they can further buy up assembly, mayoral, and legislative seats!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AGW based on CO2 is a loose theory, too.  Of the 11,993 ""peer reviewed"" papers John Cook based his ""97% consensus"" on only 41 papers claimed CO2 was the primary cause of warming.  99.7%  didn't make that claim.  The only thing 97% agreed  on was that the Earth warmed a bit over the past 200 years.  There is no consensus on why, nor that it's a bad thing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"With three used condoms it seems at least one person participated a third time. And before 11:30 a.m. no less. Must be nice to be young. If she had participated three times would that hit a Measure 11 threshold? Not sure where he would go or what he would do when he ran from the house. Was he hoping to get out before he was recognized, then come back later and say his friend had been there? Did he feel the sudden urgency to attend church services that morning? She also ran … but did she put anything on first? Did the father try to catch either of them?",0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667
It's all hollow rhetoric until people take off the politically correct blinders and address the real problem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jeff Flake (like his colleague Ben Sasse) talks a good game. Unfortunately (and I say this as a Republican voter), Flake wants to click his heels & pretend like its 1984 all over again. In other words, Flake's solutions to the problems Trump has exposed in the Republican party is just a regurgitation of warmed over Reaganism, policies which fail to appeal to any sizeable majority of Republican voters, let alone the country at large, & which created the vacuum Trump's sickening populism has filled. I am sick & tired of these Republicans refusing to adjust their policies in significant ways. After all, Jeff Flake never seemed bothered by the horrendous health care 'policy' his vote for skinny repeal reflected. They object to Trump, but refuse to see how their policies fail to speak to any significant constituency in the GOP outside of donors. Until I see hard evidence of Flake's adjustment to this reality, then I fear he is just a flake. And I've totally given up on Paul Ryan.",0.2,0.0,0.0,0.0,0.2,0.0,0.0
"I was  thinking the same thing, MC.  ;-)

While reading, I candidly was wondering if George Will had in fact met some of our esteemed compadres on these boards.  (Can't, and shan't, name Names or avatars.  But you can guess some of the Usual Suspects, I bet.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You do not respect the office by turning the country into Orwell's Oceania.  If you don't like people protesting the president, perhaps it should be you who moves.  May I suggest Russia, whose leader the Donald is trying to copy?",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
So you didn't read the article in Science either? Please go away and come back when you have taken your time to actually read the article and make an intelligent comment.,0.2,0.0,0.0,0.0,0.2,0.0,0.0
"Much of the reason we were able to lead the world post WWII was that most of the industrialized world had to rebuild.  Our industries were untouched by the war, so we had a head start.  One of the reasons that we started having problems in the 1980s was because those nations had finally rebuilt and were starting to compete.  We were living this fantasy that we did things better or more efficiently, when the reality is that we were successful because we were the only game in town for decades.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Twity--if the was an award...your point, idea, thought was?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"See,  the rest of us have been paying attention to it for the last 2 years. Evidently it's a new story for the sheeple that follow trump. 

Enjoy your cult.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I was not talking about ""gender mutuality,"" you are 😀

So, according to you, the KofC has to go because it is ""male-only""? 😅😅😅

Then all the female religious orders have to go to?

BTW, don't you think that any 'mutuality' gender or other, makes only sense if we acknowledge and maintain differences? 😀",0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.0
"I remember Friday nights there in 1993, the music on the speakers was just transitioning from hair metal to grunge, hanging out by the glass doors smoking cigarettes and trying to act tough, or sneaking off with the girlfriend into the driving game arcade booth to take a few sly sips from the bottle of Cutty in my baggy jeans and then trying to feel her up before the old Japanese man at the counter would come yell at us. 

Wasted a good part of my youth at Waialae Bowl.  Would like to walk through there one last time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Another parade!  The Liberal party picked a dream leader, Canadians pay him to spend all his time campaigning and bringing in more Liberal voters every single day while his ""team"" looks after any work that needs done.  Popular as ever, well done!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I see a bunch of pardons coming in the future,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trumpty Dumpty sat on a wall
Trumpty Dumpty had a great fall
ALL the kings horses,  and ALL the king's men
 couldn't put Trumpty back together again....",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Used to do banking at that bank on the way to Rotary when I was working.  Always wondered what would happen to this building.  Sadly the state should just legalize marijuana entirely and end excessive government regulation.  Stop being like republicans.  Most everyone is capable of handling this plant.  We don't need big daddy telling what we should do when it comes to a plant given to us by God.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The gas tax keeps going up & our streets continue to deteriorate. Check out the ""Virginia-Daisy Bikeway Project"", http://springfield-or.gov/dpw/virginia-daisybikewayproject.htm. A ridiculous project planned by the City of Springfield. Please join me in voting ""NO"" on Measure 20-252 another gas tax increase.",0.2,0.0,0.0,0.0,0.1,0.0,0.0
I can't disagree with you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In response to your comment, I don't believe we should have career politicians - six years and out. That would solve a lot of our current gridlock problems. But there is a way to end a politician's career - convince enough people to vote against them. Can't do that with a tenured teacher.",0.16666667,0.0,0.0,0.0,0.0,0.0,0.0
Instead of worrying about plastic bags our politicians need to get the homeless off the streets and into their homes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mr. Donald Trump is your President, your Commander-in-Chief, and will be for a very long time. There is nothing that any of you can do to change the fact that your children, grandchildren, and great-grandchildren are going to live in a nation designed by President Trump and his supporters. The Obama movement has been decisively defeated, so further opposition is futile. 

As for President Trump's poll numbers, those are courtesy of the same pollsters who guaranteed that Hilary Clinton would be elected President in a landslide. Neil Gorsuch will soon become YOUR newest Supreme Court Justice. The comments by American Catholic Bishops are the anguished cries of the defeated. Francis, Cupich, McElroy & Co. know that when they failed to break ""Trump's Deplorables"" that Francis would lose the war. It is time to cease this pointless resistance and destruction.",0.0,0.0,0.0,0.0,0.16666667,0.0,0.0
Do all black people in Charlottesville feel the same way about everything? Not everybody is as offended by innocuous comments as you think they should be.,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.0
"What's to promote? A $30 billion deficit. ""We're uh running this uh huge deficit uh to help the uh middle class.""
This government is uh incompetent.",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"If you truly want to curtail a rape epidemic, then you need to shut down every college and university, as most rapes occur on campuses.  Or, you know, you could just choose not to live in ignorance, fear, and paranoia.",0.6,0.0,0.0,0.1,0.3,0.0,0.6
"Agreed that any political stripe has its share of scapegoats, but how do you equate Stalin and Mao with the left, exactly?  Both men were bloodthirsty dictators masquerading as communists.

Very far removed from traditional Western liberal thought -- and one, at least, was deftly skewered by a leading leftist thinker in Animal Farm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton who?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.google.com/amp/s/www.washingtonpost.com/amphtml/blogs/plum-line/wp/2017/05/01/why-did-trump-win-new-research-by-democrats-offers-a-worrisome-answer/,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ha. Guilty as charged. I'll go ahead and just own that one.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
