text,source,original_id,toxicity,hate_speech,harassment,self_harm,violence,sexual,profanity,spam,label_vector
@user @user @user RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C…,tweeteval_hate,hate_2924,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user i used a belt to close my whore ass around it and hold it deep in place ♡♡♡♡ my cunt is throbbing like a massive knot is in me,tweeteval_hate,hate_2925,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",tweeteval_hate,hate_2926,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
#Immigration #AbolishICE #BorderPatrol #UnDocumented #SecureBorder#Republicans decided that if the left wants to abolish #ICE then they should submit a bill and get a vote on it.  The #Democratic...,tweeteval_hate,hate_2927,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
I'm a human being not a toy so stop fucking playing with me #WomenSuck,tweeteval_hate,hate_2928,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user They need to be deported shouldn't even go to court immigration should step in,tweeteval_hate,hate_2929,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Red Sox fans are following my blog. Men's rights today !!!! #jobsreport #mensrights #women,tweeteval_hate,hate_2930,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
“Not all men” or “‘not all white people” both phrases that’ll fuck you up on Twitter 😂😂😂😂😂,tweeteval_hate,hate_2931,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Jose 'the puta' bitch says he doesn't cry about injuries to his players. What a contradictory KUNT. Conte response was brilliant imo.,tweeteval_hate,hate_2932,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"""His Eminence the Imam Sheikh Dr. Farrokh Sekaleshfar"" - Australian Immigration has sent Hate Preacher. ""We won't...",tweeteval_hate,hate_2933,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
My life has been so much better without you in it #WomenSuck,tweeteval_hate,hate_2934,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉",tweeteval_hate,hate_2935,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user NO Rian - refugees must moved away from each country in world.,tweeteval_hate,hate_2936,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
81. #Bozo invites u round for a seemingly harmless sleep over but will spend all night trying to con you into sex or even rape u,tweeteval_hate,hate_2937,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user @user Illegals are dumping their kids heres o they can get  welfare, aid and U.S School  Ripping off U.S Taxpayers  #SendThemBack !  Stop Alowing illegals to Abuse the Taxpayer #Immigration via @user",tweeteval_hate,hate_2938,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user #BuildThatWall Its an Invasion America,tweeteval_hate,hate_2939,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
The NGO refugeeship is running now to rescue more illegal refugees in the middlesea. In Valencia/Spain students was taken out from their homes to make place for the last refugees which are sick. One room costs there 750 â‚¬ and is comfortable.,tweeteval_hate,hate_2940,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"The German Government Pays for 3 Week Vacation for Refugees to Go Home. So despite claiming their lives would be at risk if they were forced to return home, the government is paying them for a vacation to the very place they claim to be fleeing from",tweeteval_hate,hate_2941,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user da fuck, you said if someone calls you hot 1 more time , you are gonna suck their dick, so do it you pussy, don't back off now",tweeteval_hate,hate_2942,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
THIS HAS TO STOP!!!! #IllegalAliens #BuildThatWall #BuildTheWall .@DonaldJTrumpJr @user @user @user #DHS @user @user @user @user @user @user,tweeteval_hate,hate_2943,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user @user I watched & as always awesome! It appears @user wants to bring down the Republican Party before he leaves! #BuildTheWall #PassSAF #EndChainMigration #EndVisaLottery #EnactEVerify,tweeteval_hate,hate_2944,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Estrella Sanchez, formerly detained immigrant says, We still have so many detained. Ppl are coming here to better themselves or fleeing violence, to work, and they’re being detained just for that. #AbolishICE #ShutDownACDC #InsideAtlantasImmigrantCages",tweeteval_hate,hate_2945,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Someone asks you to catch a rare fish with like two days left in the season and it's like dude can you not be such a dick,tweeteval_hate,hate_2946,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
NY Protesters Oppose US Immigration Policy,tweeteval_hate,hate_2947,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user guilty gear you fucking whore,tweeteval_hate,hate_2948,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user @user So kids of illegal immigration being put in temporary detention centres (which they are put there so they don’t have to go to a full on prison with their parents) = authoritarianism? Surprise: if you cross into a,tweeteval_hate,hate_2949,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I deleted my opening tweet about this because you know, be a good woman, keep quiet, mustn't be 'hysterical' or 'make a fuss'",tweeteval_hate,hate_2950,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user @user Can’t stand this policy. If not for immigration issue, @user is not worth supporting. War with Iran will kill off GOP for good.",tweeteval_hate,hate_2951,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user It is good to see refugees get a safe place to stay after all they have been through l do not mind even though lve been on midlothians housing list since 1996,tweeteval_hate,hate_2952,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Fool me once shame on you. Pussy ho you wont fool me again.,tweeteval_hate,hate_2953,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Hundreds of African migrants pulled from sea near Libya,tweeteval_hate,hate_2954,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sweden’s chief prosecutor admits ""police can't enforce the law in areas controlled by Muslim migrants"" - Free Speech Time - @user",tweeteval_hate,hate_2955,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user Also cunt hole is redundant,tweeteval_hate,hate_2956,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Couple's fury as jury pays illegal immigrant's fine after jewelry theft conviction,tweeteval_hate,hate_2957,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user He means ILLEGAL migration and he needs to send them back and they can come LEGALLY,tweeteval_hate,hate_2958,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Church leaders determine to ease #economic problems at the heart of #humantrafficking plaguing #Indonesia @user @user @user,tweeteval_hate,hate_2959,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
I tweeted about thenwoman who protested immigrant detention centers and WOOOOOOOOOOOHHHHH THE BOTS ARE OUT RODAY IM LAUGHING SO HARD. Please help,tweeteval_hate,hate_2960,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you wake up and your mouth is drier than the Sahara desert,tweeteval_hate,hate_2961,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Welcome to Germany, and you get three weeks paid vacations INCLUDING airfare BACK to the very countries that claim they are fleeing because it is unsafe.",tweeteval_hate,hate_2962,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Fuck hoes a bitch ain’t nothin women be trippin bruh,tweeteval_hate,hate_2963,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Signing of the agreement paves way to lifting of the ban and improve diplomacy between #Philippines and #Kuwait #ucanews #voiceforthevoiceless #migrants #labor #domesticworker @user @user @user @user @user @user,tweeteval_hate,hate_2964,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
This bitch for real said you're not a woman without boobs.,tweeteval_hate,hate_2965,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"@user Point blank, men do not *have* to pretend or sneak into places to rape women. They can do it easily anywhere. The idea that bathrooms protect anyone is a falsity. It doesn't. Spend time actually doing things that DO protect people, like con",tweeteval_hate,hate_2966,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Honestly. I know #Twictator wants total control, but to suggest I follow #CrookedHillary No thanks twitgo. If I ever follow that criminal, itll be to celebrate when karma finally bites her in the ass #LockHerUp #TuesdayThoughts #MAGA #Trump #BuildThatWall #KAG2018",tweeteval_hate,hate_2967,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Stephen Miller (right) and Larry McKenney of Capitol Radiology listen as Trump speaks during a meeting at the White House last year. are not in 1950, we have to start limiting legal immigration. And completely stop illegal immigration.",tweeteval_hate,hate_2968,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"@user I'm not ignorant, you fail to understand my statement. Saying not all men when such things are said is…",tweeteval_hate,hate_2969,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Kanye with a hint of more Kanye, the fuck you thought",tweeteval_hate,hate_2970,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Not all men, I'm generalising, but you get the idea.",tweeteval_hate,hate_2971,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂,tweeteval_hate,hate_2972,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
#CesarChavez #immigration #wetlineMarch 31st many celebrated the birthday of Cesar Chavez.  He would have been 90.  Many of those who support ILLEGAL immigration use Mr Chavez as a hero in their...,tweeteval_hate,hate_2973,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
how can you openly break up a family by being a skank ass hoe,tweeteval_hate,hate_2974,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @user When you first start dating vs a year later,tweeteval_hate,hate_2975,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
CYPRUS: Plight of refugees living on British base remain in limbo,tweeteval_hate,hate_2976,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Harvey: Ugh! Just disgusting. Pedro: Disgusting are the illuminati women because they were fucked up in every hole.,tweeteval_hate,hate_2977,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user hurry up on the ham and cheese,tweeteval_hate,hate_2978,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"They should all be prosecuted & American Taxpayers want FULL RESTITUTION, I'm sick n' tired of losing 25% of every one of my checks to pay for all of these fucking programs that I myself can NEVER get assistance from or very little! ENOUGH IS MORE THAN ENOUGH #BUILDTHATWALL",tweeteval_hate,hate_2979,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
fuck cunts tellin ppl w strtched ears that theyll 'learn from their mistakes' BITCH IT AINT A MISTAKE IF THEY FEEL BEAUTIFUL DOING IT FUCKU,tweeteval_hate,hate_2980,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user Stop immigration of all refugees and you will be save.,tweeteval_hate,hate_2981,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"A welcomeorganisation in Paris finish their work, because to many refugees react with violence.",tweeteval_hate,hate_2982,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
".@MandyRheaWrites, the 2018 National Teacher of the Year, reflects on the refugee students she teaches who she says ""are passionate believers in the American dream."" âž",tweeteval_hate,hate_2983,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"3. Ik 'not all men'. But if you feel the need to say that, you're missing the bigger picture, & putting the blame back on victims/survivors,",tweeteval_hate,hate_2984,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
fuck shit cunt bastard whore wanker,tweeteval_hate,hate_2985,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"PM Trudeau on the defensive about immigration  Awesome,Candians are awakening and could mean the end of the white Obama up north...",tweeteval_hate,hate_2986,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
THERE ARE WOMEN MAKING BURRITOS AT THE JACKSONVILLE CHIPOLTLE!! DO NOT EAT THERE!! #womencantmakeburritos #sheforgottheguacamole #badburri!!,tweeteval_hate,hate_2987,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Protests have been ongoing in #Bangladesh #refugee camps against repatriate of #Rohingya who fled deadly persecution in #Myanmar @user @user @user @user @user @user @user,tweeteval_hate,hate_2988,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Germany lifts ban on reunions for refugees,tweeteval_hate,hate_2989,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user I don't give a crap about their emotional wounds. Just unceremoniously throw them back into Mexico.#NoAmnesty#NoDACANo more taxpayer-supported dependents.Jobs for citizens not invading criminals & their childrenDeport ALL illegalsArrest ALL,tweeteval_hate,hate_2990,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Yes! ThankQ! .@POTUS Violent criminals out! You do not have the right to be in the US! You should earn it! #deportillegalimmigrants #MeritBasedImmigration #BuildThatWall #VoteRedToSaveAmerica #TheRainMakers #TrumpWorld,tweeteval_hate,hate_2991,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
2k19 drops tm and you pussy boys aint ready for the slappings in my park by me an @user pull up lil niggas,tweeteval_hate,hate_2992,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user Bitch shut the fuck up,tweeteval_hate,hate_2993,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt,tweeteval_hate,hate_2994,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
The United States is a country founded by immigrants and dependent for its success on #immigration.,tweeteval_hate,hate_2995,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user @user @user @user @user @user @user @user @user @user @user @user Right, all those hundreds of thousands of people in the refugee camps have all those levers of power. If they did, #Myanmar would be f",tweeteval_hate,hate_2996,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user This bitch is promoted by communist...her people, refugeesWill listen to her..follow her.Simple to say go home, she needsTo be hung.",tweeteval_hate,hate_2997,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"“Be fearless, be kind, get to know your neighbors.” This is what Mandy Manning, 2018 National Teacher of the Year and friend of @user teaches her #refugee and #immigrant students. Read her story âž",tweeteval_hate,hate_2998,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user It's women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia.,tweeteval_hate,hate_2999,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user So you kind of contradict yourself because one post says people call you all slut or a whore but on a…,tweeteval_hate,hate_3000,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX,tweeteval_hate,hate_3001,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
“I am German when we win but I am an immigrant when we lose”https://t.co/WPLZ3lTRGz,tweeteval_hate,hate_3002,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
If you ''Repeatedly'' Rape Stab Carry Acid Incite Murder you 'may' Go to Prison..what Fuckin Planet am i Living on...,tweeteval_hate,hate_3003,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Would you deport the EU migrants what are living off the state? i,e the Romanians. Why should I work and pay for them? They trash our cities and treat our country like shit! At least Trump spoke up about peoples genuine concerns",tweeteval_hate,hate_3004,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Understanding the California Mind - American Greatness  #StopTheInvasion #UncheckedProgressivism,tweeteval_hate,hate_3005,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
#FakeNewsMedia @user Left out one Fact Those migrants are being treated at U.S Taxpayers expense and are Public Charges Ripping off Taxpayer Treat them then #SendThemBack Not ! More illegal Draining U.S Resources NOT #HeretoStay #Trump #MAGA  #immigration,tweeteval_hate,hate_3006,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Guest columnist Josh Leib: ""As a national community with the resources and political clout to sustain substantial aid and intervention, American Jews must continue to help immigrants in need.""https://t.co/9FKKYpjtpY",tweeteval_hate,hate_3007,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user Drug Trafficking&amp;gold smuggling by foreign nationals is on rise.Our immigration laws r so weak.People stay on expired Visas,tweeteval_hate,hate_3008,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Glaswegians rally to protest against ‘˜mass eviction’ of refugees by Serco,tweeteval_hate,hate_3009,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Tearing Down the Walls panel discuss immigration policies and immigrant stories edanielkahn @user @ Museum of Jewish Heritage - A Living Memorial to the Holocaust,tweeteval_hate,hate_3010,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When your makeup's on point and still nobody wants you,tweeteval_hate,hate_3011,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user thanks for the follow! DM for info about upcoming meetings and events #MaleDomination,tweeteval_hate,hate_3012,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"You're derailing the point. This isn't about ya'll. We KNOW not all men, but EVERY WOMAN can say that it has happen…",tweeteval_hate,hate_3013,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Great work by IRIN encouraging UN @user to investigate the exact level of corruption in its refugee resettlement program out of Sudan,tweeteval_hate,hate_3014,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user Golf? You want to compare time spent on golf? THAT. IS HYSTERICAL.,tweeteval_hate,hate_3015,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
I've heard people yelling #BuildThatWall but I'm one of many out yelling them to #BuildThatBridge. That's right fuck a wall we need to bridge gaps not make them.,tweeteval_hate,hate_3016,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
The New Damascus: Genocidal Assadist at Pro-Regime fighter funeral,tweeteval_hate,hate_3017,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"'IT'S NOT ALL MEN, THOUGH!' yet you sit in a circle with your boys and you hear the things the say. you hear them admitting to being brutal",tweeteval_hate,hate_3018,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Prevent new refugee crisis?You can stop doing the lies n propagandas bullshit.You can't even take care of your poor ppl at home.Space Force is too expensive for the ppl w 2 jobs.You can't even take care of Puerto Rico.Good night millions of homeless on the streets of US,tweeteval_hate,hate_3019,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Swedish Church Accused of Peddling 'Immigration Propaganda' During X-Mas Worship,tweeteval_hate,hate_3020,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"When a woman says shes a fan of a certain sport &/or team & you berate & quiz her incessantly on players/stats just to make her feel stupid and basically to prove her wrong, youre a fuckin ass hole Women are allowed to enjoy sports without knowin all the specifics. Fuck off",tweeteval_hate,hate_3021,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user There are Ethiopian refugees in our country.. Check the news they're running for their lives,tweeteval_hate,hate_3022,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾,tweeteval_hate,hate_3023,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
During the 'men are trash' narrative you always say not all men but when someone from another tribe makes a mistake you generalise. Smh,tweeteval_hate,hate_3024,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"New refugees and smart educated people who will do what Immigrants did to begin with under FDR ; build the industrial superpower of the world and then a little wake up poke from the Japanese,and we have never looked back. These people bring hope, create jobs for us and pay taxes.",tweeteval_hate,hate_3025,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
yet when men sexually abuse women it’s not ALL men,tweeteval_hate,hate_3026,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user So do we! Check out our account for upcoming events and meetings #MaleDominance,tweeteval_hate,hate_3027,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
#Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user @user @user @user @user,tweeteval_hate,hate_3028,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user String him up to show the message that you will pay for your crimes in a COUNTRY where you are NOT supposed to be in!#BuildThatWall We are losing our legal citizens to those who should not be here in the first place! If they we,tweeteval_hate,hate_3029,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Female Logic: 'I HAVE to go through my hoe phase before I can become a real women and be in a relationship.',tweeteval_hate,hate_3030,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user Where is that Darlene Vega slut bitch? That bitch is amazing,tweeteval_hate,hate_3031,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user Women were never sacred. He's talking about the ancient trope of Virgin vs. Whore. #clueless,tweeteval_hate,hate_3032,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"#Migrant and refugee arrival rates in Spain have increased 50% this year. More than 1.600 people arrived just in June, counting the 629 that arrived yesterday with the #Aquarius.",tweeteval_hate,hate_3033,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Germany: Moroccan migrant spits on a German woman and gets slapped in the face by a German grocery worker - Free Speech Time - @user,tweeteval_hate,hate_3034,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
A 6-Year-Old Girl Was Sexually Abused in an Immigrant-Detention Center #Infowars,tweeteval_hate,hate_3035,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Can you please stfu and stop lecturing your colleagues, you sound like someone doing a fake lady plantation owner accent. Pussy.",tweeteval_hate,hate_3036,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"We want the world to give us justice and make it possible for us to go back.The fact that we had to flee, we want justice for that. We ask for justice from the leaders of the entire world.https://t.co/3jv0hnp8Md",tweeteval_hate,hate_3037,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user Please take it to the streets Alyssa! I’d love to see you take action as opposed to running your skank D -List mouth!,tweeteval_hate,hate_3038,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Fact Check: 'Caged' Child Photo Is Not What Immigration Advocates Claim        Leftist propaganda exposed...,tweeteval_hate,hate_3039,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Cultural Diversity: The American Culture is fastly becoming the minority culture. But we are the only ones required to take cultural diversity training? No one should be in America without having to learn American Culture. #BuildThatWall #ice #SCOTUS #TrumpRally,tweeteval_hate,hate_3040,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
There is change in the air. Mainstrem media is even calling violent Iraqi by his immigration status ... REFUGEE!,tweeteval_hate,hate_3041,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"""Where are the Girls?"" Child Trafficking Feared as DHS Can’t Say Where Immigrant Girls are Being Held",tweeteval_hate,hate_3042,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
You don't know what you want? #IndecisiveBitches,tweeteval_hate,hate_3043,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"So Much for the Socialist Cause ,which Blair was Elected on first Eastern European Immigration then Iraq betrayal Millionaire to boot",tweeteval_hate,hate_3044,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you like her but the pussy is just a little loose for your liking,tweeteval_hate,hate_3045,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"niggas get crafty with diff ways of saying “women do it too” or not all men. any variation will get you blocked, but the effort is funny.",tweeteval_hate,hate_3046,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Mexico troops find 150 Central Americans in back of truck is finding illegal immigrants,tweeteval_hate,hate_3047,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"As 1000s of civilians flee regime assault on opposition-held areas in southern Syria &amp; end up stuck near closed Jordan border, UN fears up to 200,000 more may follow while Jordan says ""no more refugees""",tweeteval_hate,hate_3048,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
U call I'm ma bitch such a funny R u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme,tweeteval_hate,hate_3049,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
🙄Says a colored woman of a race that claims to have a ' Hysterical Fear ' of the Police. 🤫,tweeteval_hate,hate_3050,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"What's the difference between your wife and your job? After 5 years, your job still sucks",tweeteval_hate,hate_3051,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"You're legit an asshole. Man or woman, act your fucking age. Show respect for others. Have decency to talk about things as an ""ADULT"" that you supposedly are. Dont be a fucking cunt about things ESPECIALLY if youre in the wrong.",tweeteval_hate,hate_3052,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user @user Or stop being a whore on twitch you rat,tweeteval_hate,hate_3053,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user Delete these tweets you cringey cunt,tweeteval_hate,hate_3054,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Me flirting- So how many filters you got on that thang,tweeteval_hate,hate_3055,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Ever been so hungover that your stomach feels like it's eating itself,tweeteval_hate,hate_3056,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Illegal alien in Utah who was deported raped 7-year-old girl 'thousands of times,' police say",tweeteval_hate,hate_3057,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left,tweeteval_hate,hate_3058,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user amen, man. would love to see you at one of our upcoming events. check out our account for more info. #MaleDominance",tweeteval_hate,hate_3059,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user stupid cunt.,tweeteval_hate,hate_3060,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Japan is able to keep clean his country from refugees. 2017 they accept only 20 from nearly 20.000 requests. This is worldrecord !,tweeteval_hate,hate_3061,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"@user @user @user This is basically a family event like Thanksgiving when the men go to the living room TV to watch football after dinner, while the women stay in the kitchen to gossip",tweeteval_hate,hate_3062,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Should close your account you immature cunt. Bullying women on social media is pathetic. Go seek the attention you…,tweeteval_hate,hate_3063,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"RT @user i personally think that men who beat women are cowards and men who rape women are stupid and full of scum, both were not rai…",tweeteval_hate,hate_3064,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user fuck you pussy suckin bitch.,tweeteval_hate,hate_3065,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Politically, I call it rape whenever a woman has sex and feels violated.-Catharine MacKinnon",tweeteval_hate,hate_3066,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
